email,highnotifications,highbenmed,highexperience,lowexperience,med_experience,nut_experience,highnotifdist,highnotifremind,highdifficulty,dailynotif_selfreport,dailynotif,dailynotif_test,dailynotif_msg,dailynotif_update,dailynotif_remind,dailynotif_other,dailynotif_act,dailynotif_dist,lownotifications,notifyingapps,rel_ben_med,rel_cost_med,net_rel_ben_med,med_ever,nuttrack_ever,med_last_month,nuttrack_last_month,med_daily_ever,nuttrack_daily_ever,experience,imp_med,imp_exercise,imp_nut,imp_sleep,fun_med,fun_exercise,fun_nut,fun_sleep,diff_med,diff_exercise,diff_nut,diff_sleep
E0755,1,0,1,0,3,3,1,1,0,50,42,0,27,6,9,0,9,33,0,5,0,0,0,1,1,1,1,1,1,6,10,10,10,10,10,10,10,10,4,4,4,4
E0756,1,0,1,0,1,3,1,0,0,50,68.31858825683594,0,65,1.7142857313156128,1.5714285373687744,0.032873108983039856,1.5714285373687744,66.71428573131561,0,10,0.4,3.6,-3.2,1,1,0,1,0,1,4,9.2,10,8.8,10,7.9,6.7,9.2,7.1,6.4,7.9,4.1,1.6
E0757,1,0,0,1,0,0,1,1,0,50,85.85713958740234,0,31.428571701049805,52.42856979370117,2,0,2,83.85714149475098,0,10,-6,1.9,-7.9,0,0,0,0,0,0,0,2,8,8,10,6.1,0,7,10,3,9,2,0
E0758,1,0,1,0,2,2,0,1,1,25,38,0,11,11,16,0,16,22,0,7,-2.9,-0.1,-2.8,1,1,0,0,1,1,4,5.1,10,8,7,6,9,2,10,8,1,4.1,8.5
E0759,0,1,1,0,2,2,0,0,1,10,9.142857551574707,0,8.142857551574707,0,1,0,1,8.142857551574707,-1,4,1.6,-5.6,7.199999999999999,1,1,0,0,1,1,4,6.1,7.2,4.5,7.8,5.5,6.3,2.6,8.5,4.4,4.4,7.1,5.6
E0760,0,0,1,0,2,3,0,1,1,10,10,0,6,2,2,0,2,8,-1,4,-2,0.6,-2.6,1,1,1,1,0,1,5,7.6,9.3,9.6,9.6,7.5,8.5,8.5,9.6,8.4,8.9,8.8,9.6
E0761,1,0,0,1,1,2,0,0,1,20,19.85714340209961,0,19,0.4285714328289032,0.4285714328289032,0,0.4285714328289032,19.428571432828903,0,4,-0.5,1.6,-2.1,1,1,0,0,0,1,3,7.5,10,8,10,3,7,2,7.5,8.6,3.5,6,5.5
E0762,1,0,0,1,0,2,0,0,0,50,26,0,4.285714149475098,20.85714340209961,0.8571428656578064,0,0.8571428656578064,25.142857551574707,0,6,-2.3,1.2,-3.5,0,1,0,0,0,1,2,6.4,8.2,8.7,6.6,1.9,6.9,3.6,7.7,3.1,2.5,3.6,3
E0763,1,1,0,1,0,0,1,0,0,20,36,0,34,2,0,0,0,36,0,3,0.4,-1.7,2.1,0,0,0,0,0,0,0,5.9,9.3,5.5,6.1,4.9,4.8,4.6,5.6,4.5,4.3,5.9,6.1
E0764,1,1,1,0,1,3,1,1,0,25,41.17572784423828,0,32,7,2.1757302284240723,0,2.1757302284240723,39,0,10,-1.5,-5.5,4,1,1,0,1,0,1,4,7.5,10,9,10,9,6,3,7,1.5,2,1,3
E0765,0,1,0,1,3,0,1,0,0,15,49.999996185302734,0,40,3.7142858505249023,1.2857142686843872,5,1.2857142686843872,43.7142858505249,-1,8,5,-9,14,1,0,1,0,1,0,3,9,7,4,8.5,9.5,7,4.5,8.5,3,6,7,7.5
E0766,1,1,1,0,3,3,0,1,0,20,29.285717010498047,0,5,21.000001907348633,3.2857143878936768,0,3.2857143878936768,26.000001907348633,0,10,0.1,-4.3,4.3999999999999995,1,1,1,1,1,1,6,7.1,8.1,7,8,8.1,6.9,4.5,8,2.3,8,3,3
E0767,1,1,1,0,2,2,0,0,0,25,17.428571701049805,0,16.428571701049805,0,1,0,1,16.428571701049805,0,7,0,-4.3,4.3,1,1,0,0,1,1,4,6,8.2,6,8.5,6,4,3.7,6,4,7,6,6.1
E0768,0,1,1,0,3,2,0,1,0,4,10,0,4,2,4,0,4,6,-1,5,1,-5,6,1,1,1,0,1,1,5,7,9,6,8,8,10,3,8,3,1,3,5
E0769,0,0,1,0,2,2,0,0,1,7,18.428571701049805,0,15,3.4285714626312256,0,0,0,18.428571462631226,-1,4,-1.7,2.8,-4.5,1,1,0,0,1,1,4,7.1,7.3,8.8,10,8.1,6.2,8.7,7.8,8.4,6.4,6.2,9.5
E0770,1,0,1,0,1,3,1,1,0,50,49.527183532714844,0,12.14285659790039,31.571426391601563,5.714285850524902,0.09861932694911957,5.714285850524902,43.71428298950195,0,20,-4.9,6.7,-11.600000000000001,1,1,0,1,0,1,4,2.3,7,7.2,10,0,0,0.1,10,7.4,2.5,0.8,2.1
E0771,0,0,1,0,2,2,0,0,1,10,3,0,2,0,0,1,0,2,-1,2,-1.2,-0.8,-0.3999999999999999,1,1,1,0,0,1,4,3,6.2,4.2,10,3.9,2.1,2.9,4.1,6.3,6.4,6.1,7.9
E0772,0,0,0,1,0,3,0,1,1,10,22.241477966308594,0,10,5.8129048347473145,6,0.4285714328289032,6,15.812904834747314,-1,15,-0.9,2.3,-3.1999999999999997,0,1,0,1,0,1,3,9.1,10,10,10,9.9,10,10,10,7.6,2.7,5.4,7.4
E0773,1,0,1,0,2,2,0,0,0,30,26.571428298950195,0,22.14285659790039,4.4285712242126465,0,0,0,26.571427822113037,0,8,-0.2,2.3,-2.5,1,1,0,0,1,1,4,7.9,7.5,8.1,10,7.2,1.5,8.1,10,3,4.2,1.6,1.6
E0774,1,1,1,0,3,2,1,1,0,50,116.32872772216797,0,75,34.328731536865234,7,0,7,109.32873153686523,0,12,0,-2,2,1,1,1,0,1,1,5,10,10,10,10,10,8.5,4,10,7,6,3,8
E0775,0,0,1,0,2,2,1,0,1,15,45,0,15,29,1,0,1,44,-1,6,-2,-3.3,1.2999999999999998,1,1,0,0,1,1,4,5,9,7,10,7.1,7.9,3,10,7,5.9,6.2,6.9
E0776,1,0,0,1,1,2,0,1,0,20,24.285715103149414,0,12,10.285714149475098,2,0,2,22.285714149475098,0,5,-3,0,-3,1,1,0,0,0,1,3,7,9,10,8,0,0,0,0,0,10,0,10
E0777,1,1,1,0,2,2,1,1,1,65,111.5714340209961,0,90,12.571428298950195,9,0,9,102.5714282989502,0,11,4.4,-13,17.4,1,1,0,0,1,1,4,10,10,5.6,10,10,8.5,2,10,3.5,6,8.5,4.5
E0778,1,1,1,0,2,2,0,1,1,20,24.857141494750977,0,17.428571701049805,5.4285712242126465,2,0,2,22.85714292526245,0,12,-2.5,-5.4,2.9000000000000004,1,1,0,0,1,1,4,4.1,8.7,6.6,7.8,2.1,3.4,0,0,6.7,8.1,10,10
E0779,1,1,1,0,3,2,1,0,1,25,33.28571319580078,0,30,2.7142856121063232,0.5714285969734192,0,0.5714285969734192,32.71428561210632,0,6,0.5,-4.5,5,1,1,1,0,1,1,5,9,8.5,8.5,9.5,8,7,4,7,6.5,7,7,7
E0780,1,0,1,0,3,3,1,1,0,50,81.57142639160156,0,49.28571319580078,5,27.285715103149414,0,27.285715103149414,54.28571319580078,0,10,-3,-3,0,1,1,1,1,1,1,6,6,10,9,10,4,8,3,8,3,2,5,3
E0781,0,1,1,0,2,2,0,1,1,10,10,0,6,0,4,0,4,6,-1,3,-1,-7,6,1,1,0,0,1,1,4,7,8,8,7,6,2,2,9,4,7,7,1
E0782,0,1,1,0,2,3,0,0,1,10,10,0,10,0,0,0,0,10,-1,2,-2.5,-7.9,5.4,1,1,0,1,1,1,5,7,10,9.5,6,6,8.6,3.2,8.1,4,6.6,9.1,10
E0783,1,0,0,1,1,2,0,0,0,20,21.714284896850586,0,15,5.285714149475098,1.4285714626312256,0,1.4285714626312256,20.285714149475098,0,8,-3.8,5.9,-9.7,1,1,0,0,0,1,3,2.4,7.9,6.2,6.3,5.1,3,7,7,6,4,2,4
E0784,0,0,1,0,3,3,0,0,0,3,2.2857141494750977,0,1,0.1428571492433548,1.1428571939468384,0,1.1428571939468384,1.1428571492433548,-1,4,-1.1,-2.7,1.6,1,1,1,1,1,1,6,7.3,8,8.4,9.9,4.7,6.2,1.6,8.2,3.5,5.1,3.1,2
E0785,1,1,1,0,3,2,1,1,0,120,50.075889587402344,0,18,26,4.262984752655029,1.8129050731658936,4.262984752655029,44,0,50,6.1,-20,26.1,1,1,1,0,1,1,5,8.6,5,2.5,5.9,10,0,0,4.3,0,8.6,10,8.1
E0786,0,1,1,0,2,2,0,0,0,3,9.757303237915039,0,5.4285712242126465,3,1.3287310600280762,0,1.3287310600280762,8.428571224212646,-1,5,3.2,-12,15.2,1,1,0,0,1,1,4,5.3,8,2.1,9.8,6.1,6,0,3.3,2.3,5.2,8.2,1
E0787,1,1,1,0,2,2,1,1,1,75,75.9115219116211,0,69.14286041259766,4.054381370544434,2.7142858505249023,0,2.7142858505249023,73.19724178314209,0,15,3.3,-11,14.3,1,1,0,0,1,1,4,8.3,9,5,10,8.2,7.1,2.1,10,4.1,7.2,9,6.9
E0788,0,0,1,0,2,3,0,1,0,10,35.71428680419922,0,20.714284896850586,3,12,0,12,23.714284896850586,-1,6,-6.1,-4.2,-1.8999999999999995,1,1,0,1,1,1,5,3.9,8,10,8.5,6,8,2.9,3.2,2,5,3.1,1.1
E0789,1,0,0,1,0,3,0,1,1,25,17,0,6,0,11,0,11,6,0,6,-1.8,-2.5,0.7,0,1,0,1,0,1,3,4.7,8.2,6.5,5.6,4.7,6,1.4,6.3,8.3,9.5,7.5,6.5
E0790,1,0,1,0,3,2,1,1,0,40,77,0,59,15.428571701049805,2.5714285373687744,0,2.5714285373687744,74.4285717010498,0,18,-1,6,-7,1,1,1,0,1,1,5,9,10,10,10,3,10,5,8.3,7,2,3,2
E0791,1,1,1,0,2,2,0,1,0,30,24.142854690551758,0,4.428571701049805,12,7.714285850524902,0,7.714285850524902,16.428571701049805,0,10,-3.2,-6.5,3.3,1,1,1,0,0,1,4,3.9,8.4,7.1,7.7,7.6,6.2,3.8,4,1.9,3.2,4.6,7
E0792,1,1,1,0,3,2,1,0,1,20,40,0,40,0,0,0,0,40,0,2,1.7,-5.3,7,1,1,1,0,1,1,5,8.4,9.6,6.7,10,1.5,6.4,0,10,3.9,3.4,7.7,7.5
E0793,1,0,0,1,0,3,1,1,1,20,34.28571319580078,0,28,4,2.2857143878936768,0,2.2857143878936768,32,0,6,-9,1,-10,0,1,0,1,0,1,3,0,9,9,7.5,1,6,4,8,5,6.5,7,4
E0794,1,0,1,0,2,3,0,1,0,20,25,0,11.571428298950195,9.428571701049805,4,0,4,21,0,6,0,0,0,1,1,0,1,1,1,5,10,10,10,10,7,4,5,8,6,8,4,5.5
E0795,0,1,1,0,3,2,1,1,1,7,50.28571319580078,0,43,0.2857142984867096,7,0,7,43.28571429848671,-1,6,2.7,-9.2,11.899999999999999,1,1,1,0,1,1,5,8.6,7.3,5.9,9,10,8.3,5.1,3.6,3.5,7,7.8,8.1
E0796,1,1,0,1,1,2,0,0,0,20,27,0,15,11,1,0,1,26,0,5,0.4,-4.8,5.2,1,1,0,0,0,1,3,7.9,7.5,7.5,9.3,10,8.8,4.3,10,4.1,5.2,3.2,5.2
E0797,1,1,1,0,3,3,1,1,1,50,190.2857208251953,0,100,75,15,0.2857142984867096,15,175,0,5,2.1,-2.5,4.6,1,1,1,1,1,1,6,9.1,10,7,5.3,8,10,5.3,3,6.2,0,6,5
E0798,1,1,1,0,3,2,0,1,1,20,27.417205810546875,0,21,0.3514605164527893,6.065746307373047,0,6.065746307373047,21.35146051645279,0,30,-1,-10.5,9.5,1,1,1,0,1,1,5,7.1,10,8.1,10,7.4,4,0,7,6.9,9,10,2
E0799,1,1,0,1,3,0,1,1,1,25,47.71428680419922,0,41.71428680419922,4,2,0,2,45.71428680419922,0,8,8,-15.4,23.4,1,0,1,0,1,0,3,10,6.2,2,6.1,10,2.9,1,4,3.6,7.7,10,8.4
E0800,1,1,1,0,3,3,1,0,1,20,55.964683532714844,0,48.8786506652832,7.086033821105957,0,0,0,55.96468448638916,0,8,-0.4,-4.3,3.9,1,1,1,1,1,1,6,5.5,6.5,5.9,8.8,6.1,3.9,4.5,8.9,4.2,6.2,6.9,7.1
E0801,1,1,0,1,2,0,1,1,1,50,50,0,30,10,10,0,10,40,0,4,2,-6,8,1,0,0,0,1,0,2,6,9,4,5,7,10,2,10,7,7,8,9
E0802,0,1,0,1,1,2,1,1,1,15,42.14285659790039,0,30,10.14285659790039,2,0,2,40.14285659790039,-1,6,3,-3.1,6.1,1,1,0,0,0,1,3,6,10,3,7.1,6.1,5.4,3.5,6,6.6,5.5,7.1,5.2
E0803,1,0,0,1,0,2,1,0,1,270,252.85716247558594,0,222.85714721679688,30,0,0,0,252.85714721679688,0,32,-5,-4,-1,0,1,0,0,0,1,2,3,7.5,8,5,5.9,3.2,1,5.2,6.1,8,5.2,9.2
E0804,1,1,1,0,3,2,1,1,1,30,40,0,25,5,10,0,10,30,0,5,3,-6.7,9.7,1,1,1,0,1,1,5,9,8.7,6,8.2,7.1,4.1,1.8,8.2,5.6,4,7,8.2
E0805,1,0,0,1,0,3,1,0,0,20,48,0,35,13,0,0,0,48,0,5,0,0,0,0,1,0,1,0,1,3,6,8,6,9,5,5.1,2,5,5,5,2,3
E0806,1,1,1,0,3,3,1,1,1,40,50.85714340209961,0,44.14285659790039,4,2.7142858505249023,0,2.7142858505249023,48.14285659790039,0,50,-3.4,-6.2,2.8000000000000003,1,1,1,1,1,1,6,6.6,10,10,7,6.2,4.3,2.1,6.8,7.6,7.9,9.7,6.4
E0807,1,1,1,0,2,2,1,1,1,77,69.28571319580078,0,59.42856979370117,4.5714287757873535,2.7142858505249023,2.5714285373687744,2.7142858505249023,63.999998569488525,0,12,-1.3,-6.1,4.8,1,1,0,0,1,1,4,1.2,10,2.5,10,3.7,6.5,0.5,10,7.1,6.2,10,3.9
E0808,1,1,0,1,2,1,1,0,1,20,81,0,73,8,0,0,0,81,0,8,0.8,-3.8,4.6,1,1,0,0,1,0,3,7.3,10,6.5,10,6.6,10,2.3,8.4,7.8,0.9,7.3,9.5
E0809,1,0,1,0,2,3,0,1,1,20,29.878650665283203,0,20.164365768432617,6.285714626312256,3.4285714626312256,0,3.4285714626312256,26.450080394744873,0,15,-7,1.4,-8.4,1,1,0,1,1,1,5,2,9,9,8,4,6,5.5,8,6,8.5,6.1,9
E0810,1,1,1,0,2,2,1,1,0,100,134.71429443359375,0,108.28571319580078,20,6.4285712242126465,0,6.4285712242126465,128.28571319580078,0,15,2.3,-2.8,5.1,1,1,1,0,0,1,4,6.6,8.8,4.3,5.5,6,6.3,3.4,7.4,4.4,5.1,4.6,3.8
E0811,1,0,1,0,1,3,1,1,0,40,38.20738220214844,0,25.49309730529785,10.285714149475098,2.4285714626312256,0,2.4285714626312256,35.77881145477295,0,10,-1.9,-3.4,1.5,1,1,0,1,0,1,4,7.3,9,9.2,8,6.9,8.3,2.9,8.3,3,4.7,2.4,3.4
E0812,0,0,1,0,1,3,0,1,0,14,20.28571319580078,0,14,2,4.285714149475098,0,4.285714149475098,16,-1,6,-2.5,2.6,-5.1,1,1,0,1,0,1,4,6,8.5,8.5,10,7.1,7.1,6.7,9.2,5.5,5.3,2.5,3.8
E0813,0,0,1,0,3,2,0,1,0,5,15,0,0,0,5,10,5,0,-1,2,-2,-0.1,-1.9,1,1,1,0,1,1,5,8,10,10,10,10,10,10,10,4,0,4.1,0
E0814,1,0,0,1,1,2,0,1,1,50,27.571430206298828,0,17.142858505249023,0.5714285969734192,6.285714149475098,3.5714285373687744,6.285714149475098,17.714287102222443,0,15,-7.1,-0.1,-7,1,1,0,0,0,1,3,2,9.1,9.1,9.3,0.8,0.7,0.9,4.5,8,9.1,8.2,6.5
E0815,0,0,1,0,3,3,0,1,1,15,35.09861755371094,0,20,1.0986193418502808,14,0,14,21.09861934185028,-1,8,-2.1,-1,-1.1,1,1,1,1,1,1,6,6.3,9.5,8.4,9.9,5,2.9,3.5,9.5,8.5,2,8,6.1
E0816,1,0,1,0,2,2,1,1,1,80,80.28571319580078,0,72.71428680419922,5.571428298950195,2,0,2,78.28571510314941,0,11,-1.4,-2.4,1,1,1,0,0,1,1,4,7.1,10,8.5,8.4,6,8,7,7,3.9,0,7.3,8.7
E0817,1,0,1,0,2,2,1,0,1,30,31,0,25,6,0,0,0,31,0,5,-4.3,5.5,-9.8,1,1,0,0,1,1,4,1.8,7.2,6.1,8.4,3,2,6.6,7,8.4,7.7,6.5,3.4
E0818,1,1,1,0,3,2,1,1,0,45,51.42856979370117,0,11,34.57142639160156,5.857142925262451,0,5.857142925262451,45.57142639160156,0,20,5.4,-8.3,13.700000000000001,1,1,1,0,1,1,5,9,8.1,3.6,6.8,7.7,4.5,3.8,8.4,1.8,6.7,6.2,3.1
E0819,1,1,0,1,2,0,1,0,1,80,80,0,65,15,0,0,0,80,0,5,5,-9,14,1,0,1,0,0,0,2,8,8,3,10,7,4,2,8,4,7,8,8
E0820,1,0,1,0,1,3,0,0,0,30,24,0,22,2,0,0,0,24,0,5,-2.5,4.7,-7.2,1,1,0,1,0,1,4,7.5,7.5,10,7.9,0.9,1,2.5,8,3.4,1.8,0.3,7.1
E0821,1,1,1,0,2,2,1,1,1,30,78.78895568847656,0,74.1314926147461,0.6574621796607971,4,0,4,74.78895479440689,0,7,2.2,-1,3.2,1,1,0,0,1,1,4,5.2,10,3,5.3,6.1,8.5,2,6.1,7,0,3.9,6.5
E0822,1,1,0,1,0,3,0,1,0,50,25,0,2,10,13,0,13,12,0,4,0.4,-3.7,4.1000000000000005,0,1,0,1,0,1,3,7,9.2,6.6,7,7.1,8.7,3.6,7.1,3.8,6.5,4,7
E0823,1,0,1,0,2,2,1,1,1,50,50,0,47,0,3,0,3,47,0,4,-2,3,-5,1,1,0,0,1,1,4,4,8,6,10,3,6,5,8,6,7,5,6
E0824,1,1,1,0,3,2,1,0,0,100,58.42856979370117,0,19.428571701049805,39,0,0,0,58.428571701049805,0,18,1.9,-3,4.9,1,1,1,0,1,1,5,10,10,8.1,10,7.5,7.6,4.2,7,3.8,6.4,3.5,2
E0825,1,0,0,1,1,2,0,1,1,50,31.7800350189209,0,20.285715103149414,2.6371750831604004,8.85714340209961,0,8.85714340209961,22.922890186309814,0,15,-3.7,-4.3,0.5999999999999996,1,1,0,0,0,1,3,3.5,9,7.2,8.9,5.4,4.5,2.9,3.8,6.8,6,8.6,6
E0826,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,2,-2,1,1,0,0,0,1,3,8,10,8,10,8,10,7,10,6,3,3,9
E0827,1,0,1,0,1,3,1,1,0,1200,455,0,400,45,10,0,10,445,0,55,-7,3.8,-10.8,1,1,0,1,0,1,4,3,8.5,10,8.1,5.2,7,4,10,7,4,2,6.5
E0828,1,1,1,0,3,3,1,0,0,250,219.2857208251953,0,205,14.285714149475098,0,0,0,219.2857141494751,0,8,0,-2.4,2.4,1,1,1,1,1,1,6,10,6,10,10,8,1,5.7,5.9,3.7,9.8,3.8,6.8
E0829,1,0,0,1,0,2,1,1,1,30,50,0,25,16,9,0,9,41,0,7,-3.1,-0.7,-2.4000000000000004,0,1,0,0,0,1,2,3,8.3,6.1,8.7,3.8,8,3.3,10,7.8,3.5,8,0.2
E0830,1,0,1,0,1,3,1,1,0,50,215.42857360839844,0,150,56.42856979370117,5,4,5,206.42856979370117,0,10,-4.5,2,-6.5,1,1,0,1,0,1,4,4,8.5,8.5,9,5,5,5,5,5,7,3,7
E0831,1,0,1,0,3,3,1,0,0,50,60,0,20,40,0,0,0,60,0,4,-1.6,3.3,-4.9,1,1,1,1,1,1,6,8.4,10,10,10,8.5,10,10,10,1.9,0.1,0.1,2.1
E0832,0,1,1,0,3,3,0,0,0,10,13.285714149475098,0,12,1.2857142686843872,0,0,0,13.285714268684387,-1,6,0,-6,6,1,1,1,1,1,1,6,8,10,8,8,7,8,3,5,4,2,6,4
E0833,1,0,0,1,1,2,1,1,1,200,181,0,65,105,8,3,8,170,0,20,0,5,-5,1,1,0,0,0,1,3,8,8,8,9,2,1.5,4,5,7,7,4,6
E0834,0,1,1,0,2,2,0,1,0,12,19.14285659790039,0,14,3.142857074737549,2,0,2,17.14285707473755,-1,6,3.2,-9.7,12.899999999999999,1,1,0,0,1,1,4,7,10,3.8,7.5,7.1,4,1,2.6,3.3,3.1,6.9,2.9
E0835,0,1,1,0,1,3,0,1,0,10,27.714284896850586,0,20,3,4,0.7142857313156128,4,23,-1,5,4,-4.9,8.9,1,1,0,1,0,1,4,8,10,4,6.1,10,10,0,5,6.1,7.5,1,3.2
E0836,1,0,1,0,2,2,1,1,1,100,90.42857360839844,0,50.71428680419922,25.71428680419922,14,0,14,76.42857360839844,0,80,0,-1.5,1.5,1,1,0,0,1,1,4,7,6,7,10,5.2,4.1,3.9,10,6.7,6.3,6.9,10
E0837,1,1,1,0,2,2,0,0,1,25,18.735795974731445,0,15.285714149475098,3.450080156326294,0,0,0,18.73579430580139,0,8,2,-6,8,1,1,0,0,1,1,4,8,7,6,4,8,6,4,4,7,10,9,10
E0838,0,0,1,0,2,3,0,0,0,10,11,0,9,2,0,0,0,11,-1,5,-8,1,-9,1,1,0,1,1,1,5,2,10,10,8,5,10,2,5,5,8,1,2
E0839,1,1,1,0,2,2,1,0,1,20,67,0,50,16,1,0,1,66,0,5,1.8,-4,5.8,1,1,1,0,0,1,4,7.1,10,5.3,8,10,10,5,10,6,0,5,1
E0840,0,1,0,1,1,0,1,1,0,15,44.42856979370117,0,0,33.42856979370117,11,0,11,33.42856979370117,-1,7,0.2,-2.4,2.6,1,0,0,0,0,0,1,4.2,7.1,4,7.9,6.8,6.7,3.8,6.1,4.7,3.7,4.1,3
E0841,0,1,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-0.5,-4.2,3.7,1,1,0,0,1,1,4,4.3,7.6,4.8,6.5,7.4,3.9,3,8.2,6.2,3.3,6,8.9
E0842,1,1,1,0,3,2,1,1,0,100,68,0,44,16,3,5,3,60,0,22,3,-7.2,10.2,1,1,1,0,1,1,5,10,10,7,7.3,6.7,8.3,1.5,6.2,3.4,4.3,5.4,7.4
E0843,0,1,1,0,3,2,0,1,1,10,20.571428298950195,0,8.571428298950195,1,11,0,11,9.571428298950195,-1,15,5.2,-5.1,10.3,1,1,1,0,1,1,5,8.2,9.2,3,8,6.1,2.1,2.1,5.2,6,8.3,7.1,6.2
E0844,1,1,0,1,1,2,1,1,0,35,36.17572784423828,0,31,3.142857074737549,2.0328731536865234,0,2.0328731536865234,34.14285707473755,0,9,0,-8,8,1,1,0,0,0,1,3,6,8,6,10,10,3,0,8.1,6,4,4,2.1
E0845,1,0,1,0,3,3,1,0,0,30,30,0,25,5,0,0,0,30,0,4,-3,-1.5,-1.5,1,1,1,1,1,1,6,7,9,10,9,7,8,3.4,10,5.5,5.5,3.4,4
E0846,1,1,1,0,3,2,1,1,1,30,62.142852783203125,0,59.71428298950195,0.4285714328289032,2,0,2,60.142854422330856,0,9,0.5,-6.3,6.8,1,1,1,0,1,1,5,4,8.8,3.5,9.8,4,8.6,0.9,9.5,3.9,1.7,7.1,2.8
E0847,1,1,0,1,3,0,1,0,1,50,35.57143020629883,0,21.85714340209961,8.714285850524902,0,5,0,30.57142925262451,0,8,0.5,-6,6.5,1,0,1,0,1,0,3,7,8.5,6.5,8.5,7,6.5,2.5,5,7.5,7.5,9,8.5
E0848,0,0,0,1,2,0,0,0,1,12,16,0,8,8,0,0,0,16,-1,6,-2.4,-2.2,-0.19999999999999973,1,0,1,0,0,0,2,6.2,8.7,8.6,7.4,4.5,5.3,3.1,7.8,5.9,4.8,6.7,7.9
E0849,1,0,0,1,1,2,1,1,1,75,87,0,50,34,3,0,3,84,0,7,-3.3,7.3,-10.6,1,1,0,0,0,1,3,5.8,9.7,9.1,9.3,2.1,6.3,5.9,8.7,7.8,3.2,4.3,2.3
E0850,1,0,1,0,2,2,1,1,1,150,78,0,65,8,5,0,5,73,0,40,-1,0,-1,1,1,0,0,1,1,4,6,10,7,9,3,9,3.5,10,7,3,7.5,8
E0851,0,0,1,0,2,2,0,1,1,10,34,0,15,5,14,0,14,20,-1,7,-4,-0.9,-3.1,1,1,1,0,0,1,4,4,9,8,10,6,5,4,5,7.1,3.5,6,3
E0852,1,0,1,0,3,3,1,1,0,30,39,0,0,30,9,0,9,30,0,10,0,0,0,1,1,1,1,1,1,6,10,9,10,10,7,5,5,10,2,5,0,2
E0853,1,1,1,0,3,2,0,0,0,20,26.142858505249023,0,18,7.285714149475098,0.8571428656578064,0,0.8571428656578064,25.285714149475098,0,6,2.5,-4,6.5,1,1,1,0,1,1,5,8.5,10,6,10,9,5.5,4,10,5,8.5,4,8.5
E0854,0,1,1,0,1,3,0,1,1,5,4,0,0,2,2,0,2,2,-1,2,3.7,-9,12.7,1,1,0,1,0,1,4,7.7,9.7,4,10,8,7,1,10,5,6,7,2
E0855,0,0,1,0,3,3,0,0,0,5,2.2857141494750977,0,0,1,1.2857142686843872,0,1.2857142686843872,1,-1,3,0,1.9,-1.9,1,1,1,1,1,1,6,9,9,9,9,4.1,6,5,6,1,1,0,4
E0856,1,0,0,1,1,0,1,1,0,30,39.340091705322266,0,33.09861755371094,3.2086033821105957,3.0328731536865234,0,3.0328731536865234,36.30722093582153,0,30,-3.9,3.2,-7.1,1,0,0,0,0,0,1,5,3.8,8.9,4,6.9,7.2,8,6.5,4.2,8.9,2.1,8.7
E0857,0,1,1,0,2,3,1,1,0,15,48,0,15,19,14,0,14,34,-1,10,-1,-7.4,6.4,1,1,1,1,0,1,5,8.5,10,9.5,10,8.5,10,4.6,8.2,0,0,3.5,4.2
E0858,1,0,0,1,0,3,1,0,0,100,117,0,108,9,0,0,0,117,0,7,-3.5,2.9,-6.4,0,1,0,1,0,1,3,6.5,8.2,10,8.5,6.7,6.5,7.7,10,3.2,5.7,1.3,6.3
E0859,1,0,1,0,2,3,1,1,0,30,59.14285659790039,0,50,6.857142925262451,2.2857143878936768,0,2.2857143878936768,56.85714292526245,0,15,-4.5,0.4,-4.9,1,1,1,1,0,1,5,5.1,9.2,9.6,9,6.3,3.5,2.9,10,4,8,0.2,4.3
E0860,0,1,0,1,3,0,1,0,0,10,117.6371841430664,0,111.5714340209961,6.065746307373047,0,0,0,117.63718032836914,-1,20,0.6,-9.6,10.2,1,0,1,0,1,0,3,9.1,10,8.5,10,10,10,4.2,10,3.4,0,7.2,6.5
E0861,1,1,0,1,1,2,1,1,1,50,69,0,49,0,20,0,20,49,0,4,7.2,-6.8,14,1,1,0,0,0,1,3,10,6.7,2.8,10,8.3,0,2.8,10,6.1,10,7.4,4.4
E0862,0,1,0,1,1,2,1,0,0,3,30,0,30,0,0,0,0,30,-1,1,-1.2,-4.1,2.8999999999999995,1,1,0,0,0,1,3,5.1,9.1,6.3,8.9,6.1,3.7,1.3,7.8,4.5,4.7,3.8,6.3
E0863,1,1,0,1,1,2,1,1,1,60,100,0,85.57142639160156,1.5714285373687744,11.714284896850586,1.1428571939468384,11.714284896850586,87.14285492897034,0,15,-2,-8.1,6.1,1,1,0,0,0,1,3,8,10,10,10,6,3,0,6,7,7,9.1,2.1
E0864,1,1,1,0,3,2,1,1,1,150,164.42857360839844,0,75,68,21.428571701049805,0,21.428571701049805,143,0,20,1.5,-7,8.5,1,1,1,0,1,1,5,9,9,7.5,8,7,7,3.5,5,4,5,7.5,7.5
E0865,1,0,1,0,3,2,0,0,1,20,6.714285850524902,0,5.714285850524902,0,0,1,0,5.714285850524902,0,3,-4.1,-5.2,1.1000000000000005,1,1,1,0,1,1,5,2.7,9.4,6.8,10,5.4,8.2,4,10,3.6,6.5,7.4,2.4
